wavelength / nm;Absorption cross section 1/m²;Emission cross section 1/m²;;;;
976;2,540484215E-24;2,38106E-24;;;;
976,2;2,583668229E-24;2,44603E-24;;;;
976,4;2,618072759E-24;2,50371E-24;;;;
976,6;2,643261818E-24;2,55345E-24;;;;
976,8;2,658911332E-24;2,59468E-24;;;;
977;2,664815695E-24;2,62693E-24;;;;
977,2;2,660891866E-24;2,64983E-24;;;;
977,4;2,647180879E-24;2,66312E-24;;;;
977,6;2,623846741E-24;2,66669E-24;;;;
977,8;2,591172752E-24;2,66051E-24;;;;
978;2,549555363E-24;2,64469E-24;;;;
978,2;2,499495759E-24;2,61948E-24;;;;
978,4;2,441589413E-24;2,58522E-24;;;;
978,6;2,376513923E-24;2,54236E-24;;;;
978,8;2,305015469E-24;2,49146E-24;;;;
979;2,227894270E-24;2,43315E-24;;;;
979,2;2,145989440E-24;2,36813E-24;;;;
979,4;2,060163633E-24;2,29719E-24;;;;
979,6;1,971287857E-24;2,22114E-24;;;;
979,8;1,880226844E-24;2,14081E-24;;;;
980;1,787825284E-24;2,05708E-24;;;;
980,2;1,694895228E-24;1,97079E-24;;;;
980,4;1,602204885E-24;1,8828E-24;;;;
980,6;1,510469022E-24;1,79391E-24;;;;
980,8;1,420341069E-24;1,70491E-24;;;;
981;1,332407026E-24;1,61652E-24;;;;
981,2;1,247181167E-24;1,52942E-24;;;;
981,4;1,165103519E-24;1,44422E-24;;;;
981,6;1,086539037E-24;1,36144E-24;;;;
981,8;1,011778334E-24;1,28157E-24;;;;
982;9,410398291E-25;1,20499E-24;;;;
982,2;8,744731275E-25;1,13201E-24;;;;
982,4;8,121634268E-25;1,06289E-24;;;;
982,6;7,541367554E-25;9,97797E-25;;;;
982,8;7,003658253E-25;9,36846E-25;;;;
983;6,507762996E-25;8,80086E-25;;;;
983,2;6,052532803E-25;8,27513E-25;;;;
983,4;5,636478410E-25;7,79071E-25;;;;
983,6;5,257834448E-25;7,34664E-25;;;;
983,8;4,914621133E-25;6,94159E-25;;;;
984;4,604702335E-25;6,57392E-25;;;;
984,2;4,325839149E-25;6,24177E-25;;;;
984,4;4,075738314E-25;5,94308E-25;;;;
984,6;3,852095077E-25;5,67569E-25;;;;
984,8;3,652630262E-25;5,43734E-25;;;;
985;3,475121542E-25;5,22577E-25;;;;
985,2;3,317429027E-25;5,03871E-25;;;;
985,4;3,177515436E-25;4,87393E-25;;;;
985,6;3,053461225E-25;4,7293E-25;;;;
985,8;2,943475096E-25;4,60274E-25;;;;
986;2,845900415E-25;4,49233E-25;;;;
986,2;2,759218024E-25;4,39622E-25;;;;
986,4;2,682046012E-25;4,31275E-25;;;;
986,6;2,613136947E-25;4,24034E-25;;;;
986,8;2,551373072E-25;4,17758E-25;;;;
987;2,495759944E-25;4,12318E-25;;;;
987,2;2,445418912E-25;4,076E-25;;;;
987,4;2,399578835E-25;4,035E-25;;;;
987,6;2,357567361E-25;3,99928E-25;;;;
987,8;2,318802028E-25;3,96802E-25;;;;
988;2,282781437E-25;3,94055E-25;;;;
988,2;2,249076663E-25;3,91625E-25;;;;
988,4;2,217323059E-25;3,8946E-25;;;;
988,6;2,187212533E-25;3,87516E-25;;;;
988,8;2,158486397E-25;3,85756E-25;;;;
989;2,130928794E-25;3,84147E-25;;;;
989,2;2,104360754E-25;3,82664E-25;;;;
989,4;2,078634850E-25;3,81284E-25;;;;
989,6;2,053630451E-25;3,7999E-25;;;;
989,8;2,029249542E-25;3,78767E-25;;;;
990;2,005413070E-25;3,77603E-25;;;;
990,2;1,982057778E-25;3,76489E-25;;;;
990,4;1,959133483E-25;3,75419E-25;;;;
990,6;1,936600755E-25;3,74386E-25;;;;
990,8;1,914428945E-25;3,73387E-25;;;;
991;1,892594532E-25;3,72419E-25;;;;
991,2;1,871079732E-25;3,71479E-25;;;;
991,4;1,849871350E-25;3,70568E-25;;;;
991,6;1,828959832E-25;3,69684E-25;;;;
991,8;1,808338481E-25;3,68828E-25;;;;
992;1,788002826E-25;3,67999E-25;;;;
992,2;1,767950105E-25;3,67199E-25;;;;
992,4;1,748178849E-25;3,6643E-25;;;;
992,6;1,728688553E-25;3,65691E-25;;;;
992,8;1,709479408E-25;3,64984E-25;;;;
993;1,690552097E-25;3,64311E-25;;;;
993,2;1,671907622E-25;3,63674E-25;;;;
993,4;1,653547184E-25;3,63073E-25;;;;
993,6;1,635472077E-25;3,6251E-25;;;;
993,8;1,617683615E-25;3,61988E-25;;;;
994;1,600183071E-25;3,61507E-25;;;;
994,2;1,582971630E-25;3,61069E-25;;;;
994,4;1,566050363E-25;3,60675E-25;;;;
994,6;1,549420192E-25;3,60328E-25;;;;
994,8;1,533081882E-25;3,60028E-25;;;;
995;1,517036021E-25;3,59777E-25;;;;
995,2;1,501283015E-25;3,59576E-25;;;;
995,4;1,485823079E-25;3,59427E-25;;;;
995,6;1,470656238E-25;3,5933E-25;;;;
995,8;1,455782322E-25;3,59288E-25;;;;
996;1,441200968E-25;3,59301E-25;;;;
996,2;1,426911620E-25;3,59369E-25;;;;
996,4;1,412913529E-25;3,59496E-25;;;;
996,6;1,399205759E-25;3,5968E-25;;;;
996,8;1,385787187E-25;3,59924E-25;;;;
997;1,372656509E-25;3,60227E-25;;;;
997,2;1,359812239E-25;3,60592E-25;;;;
997,4;1,347252719E-25;3,61018E-25;;;;
997,6;1,334976116E-25;3,61507E-25;;;;
997,8;1,322980431E-25;3,62058E-25;;;;
998;1,311263504E-25;3,62673E-25;;;;
998,2;1,299823013E-25;3,63352E-25;;;;
998,4;1,288656483E-25;3,64095E-25;;;;
998,6;1,277761291E-25;3,64903E-25;;;;
998,8;1,267134664E-25;3,65776E-25;;;;
999;1,256773694E-25;3,66714E-25;;;;
999,2;1,246675334E-25;3,67718E-25;;;;
999,4;1,236836406E-25;3,68788E-25;;;;
999,6;1,227253607E-25;3,69924E-25;;;;
999,8;1,217923511E-25;3,71125E-25;;;;
1000;1,208842576E-25;3,72393E-25;;;;
1000,2;1,200007148E-25;3,73726E-25;;;;
1000,4;1,191413465E-25;3,75124E-25;;;;
1000,6;1,183057666E-25;3,76588E-25;;;;
1000,8;1,174935788E-25;3,78118E-25;;;;
1001;1,167043780E-25;3,79712E-25;;;;
1001,2;1,159377500E-25;3,8137E-25;;;;
1001,4;1,151932725E-25;3,83093E-25;;;;
1001,6;1,144705155E-25;3,84879E-25;;;;
1001,8;1,137690414E-25;3,86728E-25;;;;
1002;1,130884060E-25;3,8864E-25;;;;
1002,2;1,124281588E-25;3,90614E-25;;;;
1002,4;1,117878432E-25;3,92649E-25;;;;
1002,6;1,111669973E-25;3,94744E-25;;;;
1002,8;1,105651543E-25;3,96899E-25;;;;
1003;1,099818429E-25;3,99113E-25;;;;
1003,2;1,094165877E-25;4,01386E-25;;;;
1003,4;1,088689098E-25;4,03715E-25;;;;
1003,6;1,083383273E-25;4,06101E-25;;;;
1003,8;1,078243553E-25;4,08542E-25;;;;
1004;1,073265069E-25;4,11037E-25;;;;
1004,2;1,068442934E-25;4,13586E-25;;;;
1004,4;1,063772246E-25;4,16187E-25;;;;
1004,6;1,059248094E-25;4,18838E-25;;;;
1004,8;1,054865561E-25;4,2154E-25;;;;
1005;1,050619730E-25;4,2429E-25;;;;
1005,2;1,046505683E-25;4,27088E-25;;;;
1005,4;1,042518513E-25;4,29932E-25;;;;
1005,6;1,038653318E-25;4,32821E-25;;;;
1005,8;1,034905216E-25;4,35753E-25;;;;
1006;1,031269336E-25;4,38727E-25;;;;
1006,2;1,027740834E-25;4,41743E-25;;;;
1006,4;1,024314888E-25;4,44798E-25;;;;
1006,6;1,020986702E-25;4,4789E-25;;;;
1006,8;1,017751517E-25;4,5102E-25;;;;
1007;1,014604603E-25;4,54184E-25;;;;
1007,2;1,011541272E-25;4,57382E-25;;;;
1007,4;1,008556875E-25;4,60612E-25;;;;
1007,6;1,005646808E-25;4,63873E-25;;;;
1007,8;1,002806512E-25;4,67162E-25;;;;
1008;1,000031479E-25;4,70479E-25;;;;
1008,2;9,973172538E-26;4,73822E-25;;;;
1008,4;9,946594357E-26;4,77189E-25;;;;
1008,6;9,920536813E-26;4,80579E-25;;;;
1008,8;9,894957075E-26;4,8399E-25;;;;
1009;9,869812933E-26;4,8742E-25;;;;
1009,2;9,845062825E-26;4,90868E-25;;;;
1009,4;9,820665855E-26;4,94332E-25;;;;
1009,6;9,796581814E-26;4,97811E-25;;;;
1009,8;9,772771203E-26;5,01302E-25;;;;
1010;9,749195248E-26;5,04804E-25;;;;
1010,2;9,725815920E-26;5,08316E-25;;;;
1010,4;9,702595952E-26;5,11836E-25;;;;
1010,6;9,679498853E-26;5,15361E-25;;;;
1010,8;9,656488926E-26;5,18891E-25;;;;
1011;9,633531279E-26;5,22424E-25;;;;
1011,2;9,610591841E-26;5,25958E-25;;;;
1011,4;9,587637373E-26;5,29492E-25;;;;
1011,6;9,564635479E-26;5,33023E-25;;;;
1011,8;9,541554620E-26;5,3655E-25;;;;
1012;9,518364117E-26;5,40071E-25;;;;
1012,2;9,495034167E-26;5,43586E-25;;;;
1012,4;9,471535846E-26;5,47091E-25;;;;
1012,6;9,447841118E-26;5,50586E-25;;;;
1012,8;9,423922843E-26;5,54068E-25;;;;
1013;9,399754777E-26;5,57537E-25;;;;
1013,2;9,375311583E-26;5,60991E-25;;;;
1013,4;9,350568831E-26;5,64427E-25;;;;
1013,6;9,325502999E-26;5,67845E-25;;;;
1013,8;9,300091483E-26;5,71242E-25;;;;
1014;9,274312589E-26;5,74618E-25;;;;
1014,2;9,248145539E-26;5,77971E-25;;;;
1014,4;9,221570470E-26;5,81299E-25;;;;
1014,6;9,194568433E-26;5,846E-25;;;;
1014,8;9,167121391E-26;5,87874E-25;;;;
1015;9,139212217E-26;5,91118E-25;;;;
1015,2;9,110824690E-26;5,94331E-25;;;;
1015,4;9,081943492E-26;5,97512E-25;;;;
1015,6;9,052554206E-26;6,0066E-25;;;;
1015,8;9,022643305E-26;6,03772E-25;;;;
1016;8,992198154E-26;6,06848E-25;;;;
1016,2;8,961206998E-26;6,09887E-25;;;;
1016,4;8,929658955E-26;6,12886E-25;;;;
1016,6;8,897544013E-26;6,15844E-25;;;;
1016,8;8,864853018E-26;6,18761E-25;;;;
1017;8,831577669E-26;6,21635E-25;;;;
1017,2;8,797710502E-26;6,24465E-25;;;;
1017,4;8,763244889E-26;6,27249E-25;;;;
1017,6;8,728175022E-26;6,29986E-25;;;;
1017,8;8,692495905E-26;6,32676E-25;;;;
1018;8,656203340E-26;6,35317E-25;;;;
1018,2;8,619293919E-26;6,37907E-25;;;;
1018,4;8,581765010E-26;6,40446E-25;;;;
1018,6;8,543614745E-26;6,42934E-25;;;;
1018,8;8,504842006E-26;6,45367E-25;;;;
1019;8,465446415E-26;6,47747E-25;;;;
1019,2;8,425428315E-26;6,50071E-25;;;;
1019,4;8,384788763E-26;6,5234E-25;;;;
1019,6;8,343529508E-26;6,54551E-25;;;;
1019,8;8,301652984E-26;6,56704E-25;;;;
1020;8,259162289E-26;6,58799E-25;;;;
1020,2;8,216061175E-26;6,60834E-25;;;;
1020,4;8,172354027E-26;6,62808E-25;;;;
1020,6;8,128045852E-26;6,64722E-25;;;;
1020,8;8,083142263E-26;6,66573E-25;;;;
1021;8,037649457E-26;6,68362E-25;;;;
1021,2;7,991574208E-26;6,70088E-25;;;;
1021,4;7,944923842E-26;6,71751E-25;;;;
1021,6;7,897706226E-26;6,73348E-25;;;;
1021,8;7,849929748E-26;6,74881E-25;;;;
1022;7,801603303E-26;6,76349E-25;;;;
1022,2;7,752736274E-26;6,7775E-25;;;;
1022,4;7,703338513E-26;6,79086E-25;;;;
1022,6;7,653420328E-26;6,80354E-25;;;;
1022,8;7,602992466E-26;6,81555E-25;;;;
1023;7,552066090E-26;6,82689E-25;;;;
1023,2;7,500652766E-26;6,83755E-25;;;;
1023,4;7,448764448E-26;6,84753E-25;;;;
1023,6;7,396413455E-26;6,85683E-25;;;;
1023,8;7,343612458E-26;6,86544E-25;;;;
1024;7,290374458E-26;6,87337E-25;;;;
1024,2;7,236712777E-26;6,8806E-25;;;;
1024,4;7,182641033E-26;6,88715E-25;;;;
1024,6;7,128173124E-26;6,89301E-25;;;;
1024,8;7,073323217E-26;6,89818E-25;;;;
1025;7,018105722E-26;6,90265E-25;;;;
1025,2;6,962535285E-26;6,90644E-25;;;;
1025,4;6,906626762E-26;6,90954E-25;;;;
1025,6;6,850395208E-26;6,91195E-25;;;;
1025,8;6,793855861E-26;6,91367E-25;;;;
1026;6,737024123E-26;6,91471E-25;;;;
1026,2;6,679915543E-26;6,91506E-25;;;;
1026,4;6,622545805E-26;6,91473E-25;;;;
1026,6;6,564930712E-26;6,91373E-25;;;;
1026,8;6,507086164E-26;6,91205E-25;;;;
1027;6,449028153E-26;6,90969E-25;;;;
1027,2;6,390772737E-26;6,90667E-25;;;;
1027,4;6,332336035E-26;6,90299E-25;;;;
1027,6;6,273734206E-26;6,89864E-25;;;;
1027,8;6,214983435E-26;6,89364E-25;;;;
1028;6,156099923E-26;6,88799E-25;;;;
1028,2;6,097099868E-26;6,88169E-25;;;;
1028,4;6,037999456E-26;6,87475E-25;;;;
1028,6;5,978814842E-26;6,86718E-25;;;;
1028,8;5,919562145E-26;6,85897E-25;;;;
1029;5,860257426E-26;6,85015E-25;;;;
1029,2;5,800916682E-26;6,84071E-25;;;;
1029,4;5,741555833E-26;6,83066E-25;;;;
1029,6;5,682190707E-26;6,82001E-25;;;;
1029,8;5,622837031E-26;6,80877E-25;;;;
1030;5,563510418E-26;6,79693E-25;;;;
1030,2;5,504226357E-26;6,78452E-25;;;;
1030,4;5,445000205E-26;6,77154E-25;;;;
1030,6;5,385847171E-26;6,75799E-25;;;;
1030,8;5,326782309E-26;6,74389E-25;;;;
1031;5,267820509E-26;6,72925E-25;;;;
1031,2;5,208976488E-26;6,71407E-25;;;;
1031,4;5,150264777E-26;6,69836E-25;;;;
1031,6;5,091699717E-26;6,68213E-25;;;;
1031,8;5,033295448E-26;6,6654E-25;;;;
1032;4,975065901E-26;6,64816E-25;;;;
1032,2;4,917024793E-26;6,63044E-25;;;;
1032,4;4,859185613E-26;6,61224E-25;;;;
1032,6;4,801561624E-26;6,59357E-25;;;;
1032,8;4,744165849E-26;6,57445E-25;;;;
1033;4,687011069E-26;6,55488E-25;;;;
1033,2;4,630109812E-26;6,53487E-25;;;;
1033,4;4,573474354E-26;6,51443E-25;;;;
1033,6;4,517116707E-26;6,49358E-25;;;;
1033,8;4,461048619E-26;6,47233E-25;;;;
1034;4,405281565E-26;6,45069E-25;;;;
1034,2;4,349826748E-26;6,42867E-25;;;;
1034,4;4,294695088E-26;6,40628E-25;;;;
1034,6;4,239897222E-26;6,38353E-25;;;;
1034,8;4,185443503E-26;6,36044E-25;;;;
1035;4,131343992E-26;6,33701E-25;;;;
1035,2;4,077608455E-26;6,31326E-25;;;;
1035,4;4,024246368E-26;6,2892E-25;;;;
1035,6;3,971266903E-26;6,26485E-25;;;;
1035,8;3,918678936E-26;6,24021E-25;;;;
1036;3,866491042E-26;6,21529E-25;;;;
1036,2;3,814711490E-26;6,19012E-25;;;;
1036,4;3,763348247E-26;6,16469E-25;;;;
1036,6;3,712408976E-26;6,13903E-25;;;;
1036,8;3,661901031E-26;6,11315E-25;;;;
1037;3,611831463E-26;6,08705E-25;;;;
1037,2;3,562207017E-26;6,06075E-25;;;;
1037,4;3,513034131E-26;6,03426E-25;;;;
1037,6;3,464318938E-26;6,0076E-25;;;;
1037,8;3,416067267E-26;5,98078E-25;;;;
1038;3,368284642E-26;5,9538E-25;;;;
1038,2;3,320976286E-26;5,92668E-25;;;;
1038,4;3,274147120E-26;5,89944E-25;;;;
1038,6;3,227801766E-26;5,87208E-25;;;;
1038,8;3,181944545E-26;5,84462E-25;;;;
1039;3,136579487E-26;5,81707E-25;;;;
1039,2;3,091710325E-26;5,78944E-25;;;;
1039,4;3,047340502E-26;5,76174E-25;;;;
1039,6;3,003473173E-26;5,73398E-25;;;;
1039,8;2,960111205E-26;5,70618E-25;;;;
1040;2,917257184E-26;5,67835E-25;;;;
1040,2;2,874913416E-26;5,6505E-25;;;;
1040,4;2,833081931E-26;5,62263E-25;;;;
1040,6;2,791764484E-26;5,59477E-25;;;;
1040,8;2,750962563E-26;5,56692E-25;;;;
1041;2,710677389E-26;5,53909E-25;;;;
1041,2;2,670909921E-26;5,51129E-25;;;;
1041,4;2,631660862E-26;5,48354E-25;;;;
1041,6;2,592930658E-26;5,45585E-25;;;;
1041,8;2,554719509E-26;5,42822E-25;;;;
1042;2,517027368E-26;5,40067E-25;;;;
1042,2;2,479853949E-26;5,3732E-25;;;;
1042,4;2,443198728E-26;5,34582E-25;;;;
1042,6;2,407060952E-26;5,31856E-25;;;;
1042,8;2,371439640E-26;5,2914E-25;;;;
1043;2,336333589E-26;5,26437E-25;;;;
1043,2;2,301741381E-26;5,23748E-25;;;;
1043,4;2,267661384E-26;5,21072E-25;;;;
1043,6;2,234091760E-26;5,18412E-25;;;;
1043,8;2,201030471E-26;5,15767E-25;;;;
1044;2,168475280E-26;5,1314E-25;;;;
1044,2;2,136423760E-26;5,1053E-25;;;;
1044,4;2,104873297E-26;5,07938E-25;;;;
1044,6;2,073821099E-26;5,05366E-25;;;;
1044,8;2,043264196E-26;5,02813E-25;;;;
1045;2,013199447E-26;5,00281E-25;;;;
1045,2;1,983623549E-26;4,97771E-25;;;;
1045,4;1,954533037E-26;4,95282E-25;;;;
1045,6;1,925924296E-26;4,92817E-25;;;;
1045,8;1,897793557E-26;4,90374E-25;;;;
1046;1,870136912E-26;4,87956E-25;;;;
1046,2;1,842950313E-26;4,85562E-25;;;;
1046,4;1,816229580E-26;4,83194E-25;;;;
1046,6;1,789970408E-26;4,80851E-25;;;;
1046,8;1,764168366E-26;4,78535E-25;;;;
1047;1,738818911E-26;4,76245E-25;;;;
1047,2;1,713917385E-26;4,73982E-25;;;;
1047,4;1,689459028E-26;4,71747E-25;;;;
1047,6;1,665438976E-26;4,69541E-25;;;;
1047,8;1,641852271E-26;4,67363E-25;;;;
1048;1,618693866E-26;4,65213E-25;;;;
1048,2;1,595958627E-26;4,63094E-25;;;;
1048,4;1,573641342E-26;4,61003E-25;;;;
1048,6;1,551736720E-26;4,58943E-25;;;;
1048,8;1,530239405E-26;4,56913E-25;;;;
1049;1,509143972E-26;4,54913E-25;;;;
1049,2;1,488444939E-26;4,52944E-25;;;;
1049,4;1,468136765E-26;4,51006E-25;;;;
1049,6;1,448213861E-26;4,49099E-25;;;;
1049,8;1,428670590E-26;4,47224E-25;;;;
1050;1,409501275E-26;4,4538E-25;;;;
1050,2;1,390700202E-26;4,43567E-25;;;;
1050,4;1,372261623E-26;4,41786E-25;;;;
1050,6;1,354179763E-26;4,40037E-25;;;;
1050,8;1,336448823E-26;4,3832E-25;;;;
1051;1,319062984E-26;4,36634E-25;;;;
1051,2;1,302016413E-26;4,3498E-25;;;;
1051,4;1,285303263E-26;4,33359E-25;;;;
1051,6;1,268917681E-26;4,31768E-25;;;;
1051,8;1,252853811E-26;4,3021E-25;;;;
1052;1,237105796E-26;4,28683E-25;;;;
1052,2;1,221667784E-26;4,27188E-25;;;;
1052,4;1,206533930E-26;4,25724E-25;;;;
1052,6;1,191698400E-26;4,24291E-25;;;;
1052,8;1,177155374E-26;4,22889E-25;;;;
1053;1,162899052E-26;4,21519E-25;;;;
1053,2;1,148923654E-26;4,20179E-25;;;;
1053,4;1,135223422E-26;4,18869E-25;;;;
1053,6;1,121792630E-26;4,17589E-25;;;;
1053,8;1,108625579E-26;4,1634E-25;;;;
1054;1,095716604E-26;4,1512E-25;;;;
1054,2;1,083060078E-26;4,13929E-25;;;;
1054,4;1,070650410E-26;4,12768E-25;;;;
1054,6;1,058482053E-26;4,11635E-25;;;;
1054,8;1,046549502E-26;4,1053E-25;;;;
1055;1,034847300E-26;4,09453E-25;;;;
1055,2;1,023370038E-26;4,08404E-25;;;;
1055,4;1,012112358E-26;4,07382E-25;;;;
1055,6;1,001068955E-26;4,06387E-25;;;;
1055,8;9,902345800E-27;4,05418E-25;;;;
1056;9,796040409E-27;4,04474E-25;;;;
1056,2;9,691722048E-27;4,03557E-25;;;;
1056,4;9,589339994E-27;4,02663E-25;;;;
1056,6;9,488844153E-27;4,01795E-25;;;;
1056,8;9,390185075E-27;4,0095E-25;;;;
1057;9,293313965E-27;4,00128E-25;;;;
1057,2;9,198182702E-27;3,9933E-25;;;;
1057,4;9,104743851E-27;3,98553E-25;;;;
1057,6;9,012950676E-27;3,97799E-25;;;;
1057,8;8,922757152E-27;3,97065E-25;;;;
1058;8,834117976E-27;3,96352E-25;;;;
1058,2;8,746988577E-27;3,95659E-25;;;;
1058,4;8,661325126E-27;3,94986E-25;;;;
1058,6;8,577084545E-27;3,94331E-25;;;;
1058,8;8,494224514E-27;3,93694E-25;;;;
1059;8,412703480E-27;3,93075E-25;;;;
1059,2;8,332480661E-27;3,92473E-25;;;;
1059,4;8,253516054E-27;3,91887E-25;;;;
1059,6;8,175770438E-27;3,91317E-25;;;;
1059,8;8,099205381E-27;3,90762E-25;;;;
1060;8,023783241E-27;3,90221E-25;;;;
1060,2;7,949467168E-27;3,89694E-25;;;;
1060,4;7,876221112E-27;3,8918E-25;;;;
1060,6;7,804009817E-27;3,88678E-25;;;;
1060,8;7,732798827E-27;3,88188E-25;;;;
1061;7,662554487E-27;3,87709E-25;;;;
1061,2;7,593243937E-27;3,87241E-25;;;;
1061,4;7,524835118E-27;3,86782E-25;;;;
1061,6;7,457296765E-27;3,86332E-25;;;;
1061,8;7,390598410E-27;3,85891E-25;;;;
1062;7,324710374E-27;3,85457E-25;;;;
1062,2;7,259603770E-27;3,85031E-25;;;;
1062,4;7,195250494E-27;3,84611E-25;;;;
1062,6;7,131623223E-27;3,84196E-25;;;;
1062,8;7,068695413E-27;3,83786E-25;;;;
1063;7,006441289E-27;3,83381E-25;;;;
1063,2;6,944835843E-27;3,82979E-25;;;;
1063,4;6,883854828E-27;3,82581E-25;;;;
1063,6;6,823474751E-27;3,82184E-25;;;;
1063,8;6,763672864E-27;3,8179E-25;;;;
1064;6,704427160E-27;3,81396E-25;;;;
1064,2;6,645716367E-27;3,81003E-25;;;;
1064,4;6,587519935E-27;3,80609E-25;;;;
1064,6;6,529818031E-27;3,80215E-25;;;;
1064,8;6,472591529E-27;3,79819E-25;;;;
1065;6,415822005E-27;3,79421E-25;;;;
1065,2;6,359491722E-27;3,79019E-25;;;;
1065,4;6,303583626E-27;3,78615E-25;;;;
1065,6;6,248081333E-27;3,78206E-25;;;;
1065,8;6,192969119E-27;3,77793E-25;;;;
1066;6,138231911E-27;3,77375E-25;;;;
1066,2;6,083855279E-27;3,76951E-25;;;;
1066,4;6,029825420E-27;3,7652E-25;;;;
1066,6;5,976129152E-27;3,76082E-25;;;;
1066,8;5,922753900E-27;3,75637E-25;;;;
1067;5,869687685E-27;3,75184E-25;;;;
1067,2;5,816919117E-27;3,74722E-25;;;;
1067,4;5,764437376E-27;3,74251E-25;;;;
1067,6;5,712232208E-27;3,7377E-25;;;;
1067,8;5,660293910E-27;3,7328E-25;;;;
1068;5,608613315E-27;3,72778E-25;;;;
1068,2;5,557181786E-27;3,72265E-25;;;;
1068,4;5,505991202E-27;3,71741E-25;;;;
1068,6;5,455033943E-27;3,71204E-25;;;;
1068,8;5,404302882E-27;3,70655E-25;;;;
1069;5,353791370E-27;3,70093E-25;;;;
1069,2;5,303493227E-27;3,69517E-25;;;;
1069,4;5,253402726E-27;3,68927E-25;;;;
1069,6;5,203514582E-27;3,68323E-25;;;;
1069,8;5,153823943E-27;3,67705E-25;;;;
1070;5,104326374E-27;3,67071E-25;;;;
1070,2;5,055017846E-27;3,66422E-25;;;;
1070,4;5,005894723E-27;3,65756E-25;;;;
1070,6;4,956953753E-27;3,65075E-25;;;;
1070,8;4,908192053E-27;3,64377E-25;;;;
1071;4,859607097E-27;3,63663E-25;;;;
1071,2;4,811196706E-27;3,62931E-25;;;;
1071,4;4,762959033E-27;3,62182E-25;;;;
1071,6;4,714892557E-27;3,61415E-25;;;;
1071,8;4,666996064E-27;3,6063E-25;;;;
1072;4,619268641E-27;3,59827E-25;;;;
1072,2;4,571709661E-27;3,59005E-25;;;;
1072,4;4,524318774E-27;3,58165E-25;;;;
1072,6;4,477095894E-27;3,57305E-25;;;;
1072,8;4,430041189E-27;3,56427E-25;;;;
1073;4,383155069E-27;3,55529E-25;;;;
1073,2;4,336438178E-27;3,54612E-25;;;;
1073,4;4,289891378E-27;3,53675E-25;;;;
1073,6;4,243515741E-27;3,52718E-25;;;;
1073,8;4,197312542E-27;3,51741E-25;;;;
1074;4,151283241E-27;3,50744E-25;;;;
1074,2;4,105429482E-27;3,49727E-25;;;;
1074,4;4,059753074E-27;3,4869E-25;;;;
1074,6;4,014255989E-27;3,47632E-25;;;;
1074,8;3,968940346E-27;3,46554E-25;;;;
1075;3,923808405E-27;3,45456E-25;;;;
1075,2;3,878862557E-27;3,44337E-25;;;;
1075,4;3,834105316E-27;3,43197E-25;;;;
1075,6;3,789539307E-27;3,42037E-25;;;;
1075,8;3,745167260E-27;3,40856E-25;;;;
1076;3,700991999E-27;3,39655E-25;;;;
1076,2;3,657016438E-27;3,38433E-25;;;;
1076,4;3,613243567E-27;3,37191E-25;;;;
1076,6;3,569676447E-27;3,35928E-25;;;;
1076,8;3,526318205E-27;3,34645E-25;;;;
1077;3,483172018E-27;3,33341E-25;;;;
1077,2;3,440241116E-27;3,32017E-25;;;;
1077,4;3,397528767E-27;3,30673E-25;;;;
1077,6;3,355038272E-27;3,29309E-25;;;;
1077,8;3,312772961E-27;3,27925E-25;;;;
1078;3,270736183E-27;3,26521E-25;;;;
1078,2;3,228931300E-27;3,25098E-25;;;;
1078,4;3,187361682E-27;3,23655E-25;;;;
1078,6;3,146030700E-27;3,22192E-25;;;;
1078,8;3,104941721E-27;3,20711E-25;;;;
1079;3,064098101E-27;3,1921E-25;;;;
1079,2;3,023503182E-27;3,1769E-25;;;;
1079,4;2,983160283E-27;3,16152E-25;;;;
1079,6;2,943072697E-27;3,14596E-25;;;;
1079,8;2,903243689E-27;3,13021E-25;;;;
1080;2,863676484E-27;3,11428E-25;;;;
1080,2;2,824374271E-27;3,09817E-25;;;;
1080,4;2,785340193E-27;3,08189E-25;;;;
1080,6;2,746577343E-27;3,06544E-25;;;;
1080,8;2,708088763E-27;3,04882E-25;;;;
1081;2,669877439E-27;3,03202E-25;;;;
1081,2;2,631946297E-27;3,01507E-25;;;;
1081,4;2,594298199E-27;2,99795E-25;;;;
1081,6;2,556935941E-27;2,98068E-25;;;;
1081,8;2,519862250E-27;2,96324E-25;;;;
1082;2,483079780E-27;2,94566E-25;;;;
1082,2;2,446591110E-27;2,92792E-25;;;;
1082,4;2,410398741E-27;2,91004E-25;;;;
1082,6;2,374505094E-27;2,89202E-25;;;;
1082,8;2,338912510E-27;2,87385E-25;;;;
1083;2,303623242E-27;2,85555E-25;;;;
1083,2;2,268639460E-27;2,83711E-25;;;;
1083,4;2,233963244E-27;2,81855E-25;;;;
1083,6;2,199596585E-27;2,79986E-25;;;;
1083,8;2,165541383E-27;2,78104E-25;;;;
1084;2,131799447E-27;2,76211E-25;;;;
1084,2;2,098372490E-27;2,74306E-25;;;;
1084,4;2,065262133E-27;2,7239E-25;;;;
1084,6;2,032469899E-27;2,70463E-25;;;;
1084,8;1,999997217E-27;2,68525E-25;;;;
1085;1,967845418E-27;2,66578E-25;;;;
1085,2;1,936015735E-27;2,6462E-25;;;;
1085,4;1,904509306E-27;2,62654E-25;;;;
1085,6;1,873327167E-27;2,60678E-25;;;;
1085,8;1,842470259E-27;2,58694E-25;;;;
